Repository_Name,Primary_Language,Stars_Count,Forks_Count,Open_Issues,Repository_Age_Months,Days_Since_Last_Update,Activity_Month,Monthly_Commit_Velocity,Total_Contributors,Active_Contributors_Last_30_Days,Total_Issues,Issue_Resolution_Rate,Total_Pull_Requests,PR_Merge_Rate,Release_Frequency,Contributor_Churn_Rate,Activity_Status
ryanmcdermott/clean-code-javascript,JavaScript,94297,12507,119,112,567,4,174,103,98,2383,0.933637607,2729,0.713440579,4,0.206230945,Active
ryanmcdermott/clean-code-javascript,JavaScript,94297,12507,119,112,567,5,43,118,4,2272,0.914881623,3045,0.569175567,1,0.38894312,Active
ryanmcdermott/clean-code-javascript,JavaScript,94297,12507,119,112,567,6,5,101,34,3524,0.622571836,2710,0.930199773,5,0.321803786,Declining
iluwatar/java-design-patterns,Java,93748,27395,214,140,6,1,108,152,88,1248,0.511387971,3115,0.948269223,4,0.339389038,Declining
iluwatar/java-design-patterns,Java,93748,27395,214,140,6,2,95,41,74,4989,0.754399683,1987,0.866756883,9,0.282695892,Declining
iluwatar/java-design-patterns,Java,93748,27395,214,140,6,3,159,38,47,1508,0.838713213,93,0.642811091,9,0.287423056,Declining
iluwatar/java-design-patterns,Java,93748,27395,214,140,6,4,55,143,49,4084,0.823894657,3764,0.883578554,3,0.138319582,Active
iluwatar/java-design-patterns,Java,93748,27395,214,140,6,5,33,187,2,1947,0.853545985,1206,0.899455692,1,0.254056507,Declining
iluwatar/java-design-patterns,Java,93748,27395,214,140,6,6,46,54,26,4061,0.429455199,2335,0.525918424,10,0.407606755,Declining
puppeteer/puppeteer,TypeScript,93581,9373,284,106,0,1,152,296,42,2872,0.483778543,2892,0.780971071,2,0.25883899,Declining
puppeteer/puppeteer,TypeScript,93581,9373,284,106,0,2,172,17,38,4712,0.597209646,1598,0.671087482,8,0.378418546,Declining
puppeteer/puppeteer,TypeScript,93581,9373,284,106,0,3,197,93,40,2651,0.714390701,1574,0.925671959,6,0.09368323,Declining
puppeteer/puppeteer,TypeScript,93581,9373,284,106,0,4,28,216,57,2804,0.935429737,3578,0.961685487,3,0.089297524,Declining
puppeteer/puppeteer,TypeScript,93581,9373,284,106,0,5,82,235,43,2333,0.545501242,2014,0.975665381,6,0.083027761,Active
puppeteer/puppeteer,TypeScript,93581,9373,284,106,0,6,190,57,66,2030,0.488641917,3970,0.864302809,1,0.399309161,Declining
tailwindlabs/tailwindcss,TypeScript,93540,5062,91,101,1,1,112,137,85,2378,0.806028591,717,0.925586432,5,0.190521279,Declining
tailwindlabs/tailwindcss,TypeScript,93540,5062,91,101,1,2,58,282,44,2264,0.918030213,2599,0.883285461,2,0.305940419,Declining
tailwindlabs/tailwindcss,TypeScript,93540,5062,91,101,1,3,91,7,21,3040,0.808754959,1365,0.880011014,4,0.371594485,Active
tailwindlabs/tailwindcss,TypeScript,93540,5062,91,101,1,4,19,249,62,4692,0.595294672,785,0.82187218,1,0.485622678,Active
tailwindlabs/tailwindcss,TypeScript,93540,5062,91,101,1,5,182,90,32,2094,0.469996105,2405,0.566823462,4,0.170160704,Active
tailwindlabs/tailwindcss,TypeScript,93540,5062,91,101,1,6,59,80,97,1780,0.449387521,1038,0.919657584,7,0.411175894,Active
immich-app/immich,TypeScript,92606,4915,728,49,0,1,141,64,45,2676,0.823571925,1600,0.784823519,6,0.277526131,Active
immich-app/immich,TypeScript,92606,4915,728,49,0,2,24,294,43,3876,0.709752546,3331,0.947990395,6,0.064222869,Declining
immich-app/immich,TypeScript,92606,4915,728,49,0,3,120,221,51,665,0.403987282,3924,0.509768778,7,0.459922667,Declining
immich-app/immich,TypeScript,92606,4915,728,49,0,4,59,143,23,2376,0.880025033,3796,0.857164589,5,0.157907015,Active
immich-app/immich,TypeScript,92606,4915,728,49,0,5,37,93,32,2734,0.588360306,551,0.766988802,4,0.387567763,Active
immich-app/immich,TypeScript,92606,4915,728,49,0,6,84,53,16,4414,0.650736866,2033,0.665471803,5,0.199196714,Active
deepseek-ai/DeepSeek-R1,,91854,11770,49,13,234,1,24,137,92,2940,0.861383772,1599,0.862251464,5,0.273648759,Active
deepseek-ai/DeepSeek-R1,,91854,11770,49,13,234,2,189,101,97,1793,0.445431118,107,0.658100159,10,0.413203604,Declining
deepseek-ai/DeepSeek-R1,,91854,11770,49,13,234,3,32,285,53,2123,0.902730603,3039,0.506965982,0,0.065998435,Declining
deepseek-ai/DeepSeek-R1,,91854,11770,49,13,234,4,95,196,89,567,0.936812114,1025,0.800788636,5,0.299678849,Declining
deepseek-ai/DeepSeek-R1,,91854,11770,49,13,234,5,179,97,84,4432,0.497412644,593,0.628213528,7,0.153497723,Active
deepseek-ai/DeepSeek-R1,,91854,11770,49,13,234,6,77,244,79,2764,0.818141135,3988,0.858566786,11,0.265983583,Active
nvm-sh/nvm,Shell,91714,9873,375,192,17,1,37,98,30,4578,0.473924029,1339,0.539902356,9,0.481024019,Active
nvm-sh/nvm,Shell,91714,9873,375,192,17,2,62,241,81,3884,0.76931917,1168,0.975490495,6,0.304922018,Active
nvm-sh/nvm,Shell,91714,9873,375,192,17,3,104,80,50,588,0.775733635,2767,0.611311031,3,0.325090511,Active
nvm-sh/nvm,Shell,91714,9873,375,192,17,4,125,47,31,157,0.941257865,752,0.524739613,11,0.207757289,Declining
nvm-sh/nvm,Shell,91714,9873,375,192,17,5,134,198,2,2880,0.903684617,605,0.808554562,5,0.274552458,Declining
nvm-sh/nvm,Shell,91714,9873,375,192,17,6,6,260,63,4146,0.931838865,2458,0.653081358,7,0.08716027,Declining
florinpop17/app-ideas,,90468,10298,596,84,127,1,122,50,84,2335,0.646922881,3754,0.564440292,5,0.262080321,Declining
florinpop17/app-ideas,,90468,10298,596,84,127,2,65,189,46,3441,0.537704226,671,0.574122314,8,0.258979449,Declining
florinpop17/app-ideas,,90468,10298,596,84,127,3,70,82,72,1829,0.829004847,2550,0.759083476,4,0.0593913,Active
florinpop17/app-ideas,,90468,10298,596,84,127,4,70,212,14,1037,0.665770779,3539,0.559120771,10,0.462222035,Declining
florinpop17/app-ideas,,90468,10298,596,84,127,5,171,244,48,3023,0.781214006,1395,0.703877526,7,0.289951404,Declining
florinpop17/app-ideas,,90468,10298,596,84,127,6,108,208,32,2188,0.931020121,1435,0.62199203,9,0.472793293,Active
PanJiaChen/vue-element-admin,Vue,90291,30627,1372,107,480,1,70,89,51,742,0.447335198,552,0.781072402,10,0.380465746,Active
PanJiaChen/vue-element-admin,Vue,90291,30627,1372,107,480,2,172,267,43,4108,0.915844687,1400,0.576242117,7,0.250304327,Active
PanJiaChen/vue-element-admin,Vue,90291,30627,1372,107,480,3,109,227,2,134,0.803103143,414,0.964791099,3,0.088371465,Declining
PanJiaChen/vue-element-admin,Vue,90291,30627,1372,107,480,4,83,70,15,4592,0.845239215,3787,0.959819537,8,0.211056601,Declining
PanJiaChen/vue-element-admin,Vue,90291,30627,1372,107,480,5,67,98,78,618,0.585923738,374,0.95154838,5,0.286046551,Declining
PanJiaChen/vue-element-admin,Vue,90291,30627,1372,107,480,6,84,76,25,2544,0.839632059,2990,0.519709978,10,0.069505133,Declining
storybookjs/storybook,TypeScript,89243,9856,2253,120,0,1,19,45,24,311,0.637062748,2643,0.666864543,5,0.350853387,Active
storybookjs/storybook,TypeScript,89243,9856,2253,120,0,2,196,182,91,4719,0.728259696,3203,0.727058381,6,0.14842179,Active
storybookjs/storybook,TypeScript,89243,9856,2253,120,0,3,130,82,83,3479,0.404337333,3893,0.873471901,0,0.441241688,Declining
storybookjs/storybook,TypeScript,89243,9856,2253,120,0,4,33,286,51,4993,0.547434104,1008,0.604333558,8,0.357710322,Active
storybookjs/storybook,TypeScript,89243,9856,2253,120,0,5,131,292,14,4994,0.673043389,167,0.64336988,9,0.181061795,Active
storybookjs/storybook,TypeScript,89243,9856,2253,120,0,6,145,147,90,354,0.425411636,2480,0.954652136,10,0.303018763,Active
bitcoin/bitcoin,C++,88141,38907,734,184,2,1,8,238,33,1426,0.609388921,879,0.505928622,10,0.188843213,Active
bitcoin/bitcoin,C++,88141,38907,734,184,2,2,198,214,69,4401,0.438995325,3476,0.898492493,6,0.187754439,Active
bitcoin/bitcoin,C++,88141,38907,734,184,2,3,26,197,97,2211,0.772094077,2633,0.549583777,8,0.35511254,Active
bitcoin/bitcoin,C++,88141,38907,734,184,2,4,83,292,69,4130,0.51291482,3503,0.700770655,1,0.164560376,Active
bitcoin/bitcoin,C++,88141,38907,734,184,2,5,145,190,68,363,0.541904164,461,0.75702114,8,0.279793442,Active
bitcoin/bitcoin,C++,88141,38907,734,184,2,6,157,203,35,446,0.687831008,894,0.944161883,5,0.288785977,Declining
gin-gonic/gin,Go,88000,8559,885,142,1,1,132,166,34,1118,0.633414176,3108,0.631564842,11,0.052776397,Declining
gin-gonic/gin,Go,88000,8559,885,142,1,2,180,42,86,2596,0.518813344,2693,0.696142719,3,0.061666343,Active
gin-gonic/gin,Go,88000,8559,885,142,1,3,80,33,88,4889,0.786570121,117,0.865351712,0,0.262590677,Declining
gin-gonic/gin,Go,88000,8559,885,142,1,4,59,270,10,960,0.842034874,2362,0.599791593,9,0.407200524,Declining
gin-gonic/gin,Go,88000,8559,885,142,1,5,52,210,60,3012,0.674003612,2942,0.784027579,1,0.454967292,Declining
gin-gonic/gin,Go,88000,8559,885,142,1,6,138,299,47,3839,0.501915726,3618,0.789015622,5,0.348875,Declining
oven-sh/bun,Zig,87353,4062,6107,58,0,1,172,288,35,1662,0.600268004,1998,0.87651051,9,0.118567351,Declining
oven-sh/bun,Zig,87353,4062,6107,58,0,2,156,16,50,3504,0.480663299,412,0.832551577,3,0.35831884,Active
oven-sh/bun,Zig,87353,4062,6107,58,0,3,122,292,25,4956,0.627945826,575,0.76999394,8,0.327798497,Active
oven-sh/bun,Zig,87353,4062,6107,58,0,4,54,94,92,272,0.426807831,3682,0.626550038,10,0.178937808,Active
oven-sh/bun,Zig,87353,4062,6107,58,0,5,52,119,48,3804,0.541289556,1119,0.64728497,4,0.232010213,Declining
oven-sh/bun,Zig,87353,4062,6107,58,0,6,193,163,65,1201,0.45544509,191,0.523642221,4,0.378607855,Active
ChatGPTNextWeb/NextChat,TypeScript,87295,60364,790,35,75,1,21,193,49,4835,0.738079917,1463,0.788693972,6,0.352684081,Active
ChatGPTNextWeb/NextChat,TypeScript,87295,60364,790,35,75,2,169,92,31,2906,0.592351817,3671,0.758058685,9,0.114370842,Active
ChatGPTNextWeb/NextChat,TypeScript,87295,60364,790,35,75,3,78,53,59,1591,0.625913798,1482,0.733912137,9,0.467632854,Active
ChatGPTNextWeb/NextChat,TypeScript,87295,60364,790,35,75,4,137,164,93,4235,0.76585222,1087,0.912629852,7,0.34546798,Declining
ChatGPTNextWeb/NextChat,TypeScript,87295,60364,790,35,75,5,126,156,84,4593,0.879992882,595,0.569754608,1,0.173484619,Active
ChatGPTNextWeb/NextChat,TypeScript,87295,60364,790,35,75,6,137,218,1,3645,0.933751868,330,0.658382701,6,0.181777531,Active
microsoft/markitdown,Python,87145,5066,428,15,2,1,6,79,2,4412,0.703000524,3808,0.666898159,0,0.180787513,Active
microsoft/markitdown,Python,87145,5066,428,15,2,2,125,198,71,2306,0.936313094,1571,0.637887365,3,0.088990827,Declining
microsoft/markitdown,Python,87145,5066,428,15,2,3,102,107,84,3949,0.947933941,3711,0.716086904,8,0.415286875,Active
microsoft/markitdown,Python,87145,5066,428,15,2,4,34,112,3,4634,0.577786017,3426,0.564560511,11,0.393219572,Declining
microsoft/markitdown,Python,87145,5066,428,15,2,5,127,22,15,4145,0.493320396,197,0.701761709,11,0.435261068,Active
microsoft/markitdown,Python,87145,5066,428,15,2,6,188,105,7,3581,0.663880689,3566,0.850513187,0,0.144915361,Declining
django/django,Python,86773,33645,414,168,2,1,129,277,82,1853,0.87113015,428,0.646065163,9,0.332019601,Declining
django/django,Python,86773,33645,414,168,2,2,181,297,39,4038,0.47794215,3369,0.89606245,4,0.147691503,Active
django/django,Python,86773,33645,414,168,2,3,95,54,39,2694,0.686680259,796,0.666418575,1,0.275840421,Declining
django/django,Python,86773,33645,414,168,2,4,93,71,94,4895,0.820062754,3938,0.925811148,6,0.269772339,Declining
django/django,Python,86773,33645,414,168,2,5,152,32,34,2534,0.507090787,2115,0.947517176,4,0.275606236,Declining
django/django,Python,86773,33645,414,168,2,6,13,65,83,3746,0.529101305,3409,0.662064281,11,0.321537241,Declining
gohugoio/hugo,Go,86612,8193,274,153,0,1,74,201,79,331,0.516955163,3713,0.692264491,10,0.084813458,Declining
gohugoio/hugo,Go,86612,8193,274,153,0,2,191,154,55,4311,0.578603487,2506,0.763116636,1,0.463774698,Active
gohugoio/hugo,Go,86612,8193,274,153,0,3,87,186,12,3062,0.428606827,1123,0.697097723,6,0.463008036,Declining
gohugoio/hugo,Go,86612,8193,274,153,0,4,19,24,8,1279,0.929644275,3969,0.828999858,10,0.330914411,Active
gohugoio/hugo,Go,86612,8193,274,153,0,5,169,250,39,2138,0.564157036,3714,0.604409297,11,0.451335277,Active
gohugoio/hugo,Go,86612,8193,274,153,0,6,8,11,93,1545,0.452844707,1099,0.729642706,3,0.208594276,Declining
opencv/opencv,C++,86195,56528,2717,165,1,1,192,294,9,1772,0.568330945,2765,0.674461591,3,0.133817972,Declining
opencv/opencv,C++,86195,56528,2717,165,1,2,35,91,60,1453,0.602948126,2102,0.960666981,6,0.351915844,Active
opencv/opencv,C++,86195,56528,2717,165,1,3,105,114,1,4779,0.66685234,744,0.569997959,1,0.173962709,Active
opencv/opencv,C++,86195,56528,2717,165,1,4,5,285,88,1011,0.630566496,3187,0.770853447,0,0.129034257,Active
opencv/opencv,C++,86195,56528,2717,165,1,5,13,212,22,761,0.618218214,298,0.642297936,9,0.390534885,Declining
opencv/opencv,C++,86195,56528,2717,165,1,6,189,263,1,3834,0.601222886,2034,0.763395947,10,0.43532777,Declining
mermaid-js/mermaid,TypeScript,86047,8621,1626,137,0,1,80,129,76,3829,0.517879263,3386,0.914152015,10,0.239681793,Active
mermaid-js/mermaid,TypeScript,86047,8621,1626,137,0,2,85,205,9,2064,0.624805499,2326,0.965612766,9,0.207257609,Declining
mermaid-js/mermaid,TypeScript,86047,8621,1626,137,0,3,60,292,66,1956,0.871513995,2066,0.635461863,5,0.17902969,Active
mermaid-js/mermaid,TypeScript,86047,8621,1626,137,0,4,157,250,23,4181,0.613289116,778,0.576316447,9,0.492072665,Declining
mermaid-js/mermaid,TypeScript,86047,8621,1626,137,0,5,180,91,49,2351,0.856963006,3303,0.591614421,10,0.422334126,Declining
mermaid-js/mermaid,TypeScript,86047,8621,1626,137,0,6,30,238,31,3183,0.575412944,1016,0.942043791,8,0.126233674,Active
sveltejs/svelte,JavaScript,85765,4771,964,112,1,1,107,182,40,1038,0.806315908,1241,0.651736796,9,0.323712225,Declining
sveltejs/svelte,JavaScript,85765,4771,964,112,1,2,174,164,79,2354,0.617420117,527,0.953309205,5,0.198104105,Active
sveltejs/svelte,JavaScript,85765,4771,964,112,1,3,143,29,69,191,0.40588251,2286,0.84106465,8,0.185618225,Declining
sveltejs/svelte,JavaScript,85765,4771,964,112,1,4,16,208,65,2990,0.660331913,3072,0.869645535,9,0.419496792,Active
sveltejs/svelte,JavaScript,85765,4771,964,112,1,5,87,32,58,1892,0.871911746,3195,0.714087482,7,0.281449641,Declining
sveltejs/svelte,JavaScript,85765,4771,964,112,1,6,135,69,46,2446,0.773155368,510,0.514166513,8,0.126011131,Active
rasbt/LLMs-from-scratch,Jupyter Notebook,85357,12913,0,31,6,1,90,22,83,3346,0.425818255,2470,0.517160175,1,0.412412344,Declining
rasbt/LLMs-from-scratch,Jupyter Notebook,85357,12913,0,31,6,2,79,268,96,1622,0.906129395,724,0.789093569,10,0.175222779,Active
rasbt/LLMs-from-scratch,Jupyter Notebook,85357,12913,0,31,6,3,82,219,15,874,0.421479282,3424,0.849106204,2,0.18411668,Declining
rasbt/LLMs-from-scratch,Jupyter Notebook,85357,12913,0,31,6,4,53,91,43,1712,0.624225088,2891,0.666204487,9,0.059378392,Active
rasbt/LLMs-from-scratch,Jupyter Notebook,85357,12913,0,31,6,5,112,172,65,1888,0.520447163,3049,0.746262449,4,0.417364048,Declining
rasbt/LLMs-from-scratch,Jupyter Notebook,85357,12913,0,31,6,6,5,218,73,4660,0.511031168,2383,0.677195765,5,0.212607738,Declining
home-assistant/core,Python,84839,36756,3264,151,0,1,8,214,24,2691,0.427876621,2998,0.610203233,8,0.222263035,Declining
home-assistant/core,Python,84839,36756,3264,151,0,2,12,146,2,2522,0.51071336,2923,0.797098116,2,0.319117813,Declining
home-assistant/core,Python,84839,36756,3264,151,0,3,64,269,9,2594,0.774211261,3896,0.708100026,1,0.396725087,Active
home-assistant/core,Python,84839,36756,3264,151,0,4,35,161,86,1837,0.912994075,1277,0.691381494,4,0.178137317,Active
home-assistant/core,Python,84839,36756,3264,151,0,5,76,11,23,327,0.569771783,2370,0.86312758,8,0.294386652,Declining
home-assistant/core,Python,84839,36756,3264,151,0,6,161,148,62,654,0.606906628,2555,0.896970171,6,0.407786674,Active
3b1b/manim,Python,84516,7124,472,132,3,1,140,137,81,3847,0.418348075,1636,0.684013652,5,0.153775742,Active
3b1b/manim,Python,84516,7124,472,132,3,2,6,106,2,623,0.584067596,2648,0.765640236,10,0.46725136,Active
3b1b/manim,Python,84516,7124,472,132,3,3,41,197,87,2382,0.581113028,2158,0.864433351,9,0.12543993,Active
3b1b/manim,Python,84516,7124,472,132,3,4,15,180,88,2831,0.67636851,2674,0.965940148,1,0.471328023,Active
3b1b/manim,Python,84516,7124,472,132,3,5,159,154,44,2976,0.555203754,248,0.790408391,11,0.310180256,Declining
3b1b/manim,Python,84516,7124,472,132,3,6,110,33,30,3750,0.627363255,2649,0.507046008,8,0.067855624,Active
ruanyf/weekly,,84143,3880,7096,89,3,1,121,6,63,4289,0.739861603,3888,0.91411743,3,0.307242959,Declining
ruanyf/weekly,,84143,3880,7096,89,3,2,137,126,16,1238,0.590275179,1709,0.747786293,4,0.151940758,Active
ruanyf/weekly,,84143,3880,7096,89,3,3,179,95,15,1518,0.769127702,1254,0.727679088,0,0.160214646,Active
ruanyf/weekly,,84143,3880,7096,89,3,4,163,299,63,3911,0.647302609,2728,0.716933825,7,0.353465009,Active
ruanyf/weekly,,84143,3880,7096,89,3,5,132,254,93,1242,0.843970023,3770,0.744079865,7,0.4343306,Active
ruanyf/weekly,,84143,3880,7096,89,3,6,43,289,13,4332,0.447666957,2342,0.563358205,1,0.315383361,Declining
microsoft/ML-For-Beginners,Jupyter Notebook,83740,19977,7,60,9,1,67,238,33,1571,0.671308294,393,0.540058064,8,0.43573028,Active
microsoft/ML-For-Beginners,Jupyter Notebook,83740,19977,7,60,9,2,154,206,66,4526,0.879802261,92,0.7236641,10,0.062076012,Active
microsoft/ML-For-Beginners,Jupyter Notebook,83740,19977,7,60,9,3,150,148,34,3214,0.778221824,2481,0.915978673,4,0.065064925,Declining
microsoft/ML-For-Beginners,Jupyter Notebook,83740,19977,7,60,9,4,134,173,54,1272,0.939329353,1399,0.822068523,10,0.074723994,Active
microsoft/ML-For-Beginners,Jupyter Notebook,83740,19977,7,60,9,5,137,55,18,3148,0.669033927,1637,0.953048204,11,0.272181852,Declining
microsoft/ML-For-Beginners,Jupyter Notebook,83740,19977,7,60,9,6,56,245,9,4056,0.535470704,3917,0.970458581,7,0.473055058,Active
laravel/laravel,Blade,83649,24679,31,178,2,1,46,141,72,4660,0.888780357,537,0.677582023,7,0.05915758,Declining
laravel/laravel,Blade,83649,24679,31,178,2,2,132,20,98,2506,0.730145717,2478,0.910806397,7,0.488712407,Declining
laravel/laravel,Blade,83649,24679,31,178,2,3,11,224,12,3195,0.721419073,2476,0.84969595,4,0.468799183,Declining
laravel/laravel,Blade,83649,24679,31,178,2,4,154,118,12,81,0.654185484,3978,0.931847515,0,0.087638205,Active
laravel/laravel,Blade,83649,24679,31,178,2,5,25,107,97,2256,0.487284649,998,0.71142413,2,0.470368266,Active
laravel/laravel,Blade,83649,24679,31,178,2,6,77,190,63,4932,0.582096833,3071,0.51454474,1,0.250635473,Active
macrozheng/mall,Java,82919,29652,12,95,14,1,56,74,32,2862,0.819343339,3014,0.662293082,9,0.283666191,Declining
macrozheng/mall,Java,82919,29652,12,95,14,2,160,139,97,1332,0.632715114,3299,0.681320432,7,0.133026734,Declining
macrozheng/mall,Java,82919,29652,12,95,14,3,184,253,57,2291,0.524614091,2705,0.699563926,5,0.473017592,Active
macrozheng/mall,Java,82919,29652,12,95,14,4,138,62,40,4701,0.815890652,2434,0.683563375,6,0.410740705,Active
macrozheng/mall,Java,82919,29652,12,95,14,5,83,56,15,1298,0.704748629,651,0.913100135,1,0.278923508,Active
macrozheng/mall,Java,82919,29652,12,95,14,6,154,93,44,3637,0.456910372,2887,0.704235221,8,0.131604436,Active
firecrawl/firecrawl,TypeScript,82916,6054,174,22,0,1,72,217,34,2462,0.515308292,3197,0.930994676,1,0.108457112,Active
firecrawl/firecrawl,TypeScript,82916,6054,174,22,0,2,149,199,66,4476,0.65669707,1948,0.663406004,3,0.407894117,Active
firecrawl/firecrawl,TypeScript,82916,6054,174,22,0,3,184,70,62,2483,0.674560734,1116,0.771309178,1,0.148045604,Declining
firecrawl/firecrawl,TypeScript,82916,6054,174,22,0,4,35,15,73,2931,0.522728335,3439,0.78777104,6,0.142119143,Active
firecrawl/firecrawl,TypeScript,82916,6054,174,22,0,5,104,48,75,2694,0.760472817,94,0.569873576,3,0.437818527,Active
firecrawl/firecrawl,TypeScript,82916,6054,174,22,0,6,38,128,22,3732,0.403849656,1145,0.883853252,5,0.493855739,Declining
louislam/uptime-kuma,JavaScript,82859,7403,696,56,0,1,39,295,43,3493,0.699482658,52,0.563052167,8,0.348893491,Declining
louislam/uptime-kuma,JavaScript,82859,7403,696,56,0,2,178,240,93,1593,0.438412603,1068,0.823652921,11,0.339854589,Active
louislam/uptime-kuma,JavaScript,82859,7403,696,56,0,3,100,196,46,3863,0.844850339,622,0.91249566,11,0.398033521,Active
louislam/uptime-kuma,JavaScript,82859,7403,696,56,0,4,99,116,68,1620,0.575063976,1747,0.642704469,0,0.17860546,Active
louislam/uptime-kuma,JavaScript,82859,7403,696,56,0,5,35,164,18,2266,0.773536239,422,0.611659819,5,0.106455226,Active
louislam/uptime-kuma,JavaScript,82859,7403,696,56,0,6,103,101,91,2304,0.538347176,1376,0.682225878,0,0.074014363,Declining
realworld-apps/realworld,Bru,82824,7563,40,121,1,1,75,290,78,75,0.847100039,3731,0.647389343,2,0.385446438,Active
realworld-apps/realworld,Bru,82824,7563,40,121,1,2,110,32,79,2474,0.873697407,2362,0.858572783,9,0.488863219,Active
realworld-apps/realworld,Bru,82824,7563,40,121,1,3,159,99,13,322,0.541514693,1655,0.759783728,9,0.258721397,Declining
realworld-apps/realworld,Bru,82824,7563,40,121,1,4,96,180,11,2777,0.712783076,329,0.834614862,8,0.120370675,Declining
realworld-apps/realworld,Bru,82824,7563,40,121,1,5,63,299,60,4027,0.588278584,3815,0.614757001,7,0.468863576,Declining
realworld-apps/realworld,Bru,82824,7563,40,121,1,6,134,144,85,3406,0.637392502,1547,0.599224535,2,0.242543117,Active
microsoft/playwright,TypeScript,82682,5140,599,76,0,1,119,89,14,1550,0.448776129,1701,0.721498887,7,0.178676098,Active
microsoft/playwright,TypeScript,82682,5140,599,76,0,2,168,270,62,99,0.546509612,2597,0.699558206,4,0.132947811,Active
microsoft/playwright,TypeScript,82682,5140,599,76,0,3,29,24,98,2870,0.820604735,2215,0.772769511,0,0.136494023,Active
microsoft/playwright,TypeScript,82682,5140,599,76,0,4,67,87,36,4954,0.677627159,3841,0.688435833,9,0.310441759,Declining
microsoft/playwright,TypeScript,82682,5140,599,76,0,5,100,153,91,2955,0.892559132,3328,0.760831858,3,0.160867208,Declining
microsoft/playwright,TypeScript,82682,5140,599,76,0,6,159,76,12,1694,0.901629954,1986,0.91670521,1,0.448264191,Declining
MunGell/awesome-for-beginners,,82678,7745,100,125,72,1,48,112,27,835,0.794321214,1428,0.964728075,10,0.11003514,Active
MunGell/awesome-for-beginners,,82678,7745,100,125,72,2,118,239,73,4291,0.585186506,229,0.690657347,11,0.473237866,Declining
MunGell/awesome-for-beginners,,82678,7745,100,125,72,3,177,237,77,3099,0.786033543,2813,0.908972756,4,0.461947273,Declining
MunGell/awesome-for-beginners,,82678,7745,100,125,72,4,30,295,41,534,0.821267405,2630,0.802403205,2,0.442880218,Active
MunGell/awesome-for-beginners,,82678,7745,100,125,72,5,142,223,46,3741,0.636730892,958,0.825309154,3,0.389636299,Active
MunGell/awesome-for-beginners,,82678,7745,100,125,72,6,103,101,90,4692,0.927843956,1098,0.514943585,6,0.058459531,Active
animate-css/animate.css,CSS,82632,16101,73,174,566,1,45,14,51,2544,0.779369345,3912,0.522036319,9,0.098981815,Declining
animate-css/animate.css,CSS,82632,16101,73,174,566,2,21,287,71,736,0.669960094,1179,0.528335236,6,0.284000799,Declining
animate-css/animate.css,CSS,82632,16101,73,174,566,3,97,88,99,4832,0.627002185,3586,0.769314409,7,0.06237207,Active
animate-css/animate.css,CSS,82632,16101,73,174,566,4,81,248,90,1484,0.489728893,1528,0.923518241,0,0.23314093,Active
animate-css/animate.css,CSS,82632,16101,73,174,566,5,12,110,66,2677,0.440138394,3691,0.960865716,9,0.180030956,Declining
animate-css/animate.css,CSS,82632,16101,73,174,566,6,110,184,2,3982,0.694083072,2362,0.759033594,8,0.255870754,Active
tonsky/FiraCode,Clojure,81169,3176,426,137,18,1,170,159,85,530,0.665725427,3862,0.806986976,9,0.37557591,Declining
tonsky/FiraCode,Clojure,81169,3176,426,137,18,2,107,149,97,3994,0.551023761,774,0.612871964,10,0.283654543,Declining
tonsky/FiraCode,Clojure,81169,3176,426,137,18,3,185,106,16,1331,0.806744201,2067,0.751800365,11,0.233044955,Active
tonsky/FiraCode,Clojure,81169,3176,426,137,18,4,177,158,16,1052,0.620643302,3982,0.685797679,0,0.495807857,Active
tonsky/FiraCode,Clojure,81169,3176,426,137,18,5,66,186,35,1008,0.56926497,3837,0.975117622,9,0.179103822,Active
tonsky/FiraCode,Clojure,81169,3176,426,137,18,6,174,198,96,3045,0.877432987,2549,0.853820898,1,0.376885669,Active
bregman-arie/devops-exercises,Python,81107,18597,37,77,50,1,36,138,85,1746,0.492813963,2481,0.571711414,9,0.062181954,Declining
bregman-arie/devops-exercises,Python,81107,18597,37,77,50,2,141,139,27,4016,0.615535877,791,0.793526832,2,0.138936487,Declining
bregman-arie/devops-exercises,Python,81107,18597,37,77,50,3,94,234,3,3317,0.644621148,2362,0.724874807,9,0.345753313,Declining
bregman-arie/devops-exercises,Python,81107,18597,37,77,50,4,182,210,97,3636,0.555379031,3920,0.680788347,10,0.066282045,Declining
bregman-arie/devops-exercises,Python,81107,18597,37,77,50,5,103,247,15,3791,0.50782487,3200,0.770233068,2,0.364360769,Declining
bregman-arie/devops-exercises,Python,81107,18597,37,77,50,6,148,232,24,1657,0.438300421,3453,0.641382819,4,0.469232308,Active
DopplerHQ/awesome-interview-questions,,80962,9361,49,124,566,1,134,126,48,2778,0.687989619,1785,0.919638217,1,0.223880509,Declining
DopplerHQ/awesome-interview-questions,,80962,9361,49,124,566,2,161,83,3,1366,0.743635767,645,0.542137309,2,0.391944037,Declining
DopplerHQ/awesome-interview-questions,,80962,9361,49,124,566,3,133,187,36,4363,0.760893317,1328,0.674212658,1,0.418497949,Declining
DopplerHQ/awesome-interview-questions,,80962,9361,49,124,566,4,50,19,78,3127,0.528998344,249,0.926095968,10,0.125688027,Declining
DopplerHQ/awesome-interview-questions,,80962,9361,49,124,566,5,191,128,22,2794,0.571812289,3120,0.903012217,1,0.470998516,Declining
